,test_acc
0-IMDB-BINARY,1.0
1-IMDB-BINARY,0.9090909090909091
2-IMDB-BINARY,0.8
3-IMDB-BINARY,0.8333333333333334
4-IMDB-BINARY,0.6
5-IMDB-BINARY,0.7
6-IMDB-BINARY,0.8
7-IMDB-BINARY,0.8333333333333334
8-IMDB-BINARY,1.0
9-IMDB-BINARY,0.9
