,test_acc
0-IMDB-BINARY,0.8
1-IMDB-BINARY,0.9090909090909091
2-IMDB-BINARY,0.8
3-IMDB-BINARY,0.9166666666666666
4-IMDB-BINARY,0.5
5-IMDB-BINARY,0.5
6-IMDB-BINARY,0.9
7-IMDB-BINARY,0.8333333333333334
8-IMDB-BINARY,0.8
9-IMDB-BINARY,0.9
