,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox,mean_acc_ghcfl,mean_acc_fedavg,mean_acc_fedprox
mix,1.0262075652784053,1.008169354076602,0.6893615997478517,0.6673807108493904,0.6728370718004935,0.6573454738494019,0.6405580080391117,0.645790953213386
