,improve_ratio_to_avg,max_acc_ghcfl,max_acc_fedavg,mean_acc_ghcfl,mean_acc_fedavg
mix,1.0189716020626334,0.6822075449551824,0.6684224572179956,0.652884321152749,0.6407286717619614
