,improve_ratio_to_avg,max_acc_ghcfl,max_acc_fedavg,mean_acc_ghcfl,mean_acc_fedavg
mix,1.0175261853095865,0.6815005852482225,0.6682124055063358,0.6542542210053222,0.642985144216473
