,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox,mean_acc_ghcfl,mean_acc_fedavg,mean_acc_fedprox
mix,1.0184833752224578,1.0046251998159226,0.6921346573907694,0.6670870746328296,0.6700801211343506,0.6528440173550746,0.6409962432744472,0.6439609789808471
