,improve_ratio_to_avg,max_acc_ghcfl,max_acc_fedavg,mean_acc_ghcfl,mean_acc_fedavg
mix,1.0102638387162837,0.6897839713536427,0.6661118657310465,0.6470299934185868,0.6404564516936003
