,test_acc
MUTAG,0.7894736842105263
BZR,0.7804878048780488
COX2,0.8085106382978723
DHFR,0.7105263157894737
PTC_MR,0.5714285714285714
AIDS,0.995
NCI1,0.7591240875912408
