,improve_ratio_to_avg,max_acc_ghcfl,max_acc_fedavg,mean_acc_ghcfl,mean_acc_fedavg
mix,1.002819573313467,0.6826088616062826,0.6940239048193314,0.659032434180072,0.6571794684885631
