,improve_ratio_to_avg,max_acc_ghcfl,max_acc_fedavg,mean_acc_ghcfl,mean_acc_fedavg
mix,0.9965101137334659,0.6791612652149674,0.7026226364193133,0.6574213369903003,0.6597236976624796
