,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox
molecules,1.0026644448299726,0.9939599461945203,0.7431366851595461,0.7278800085357656,0.7262123487711298
