,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox
molecules,1.004999946061828,0.9946056541084867,0.742789100870356,0.7278608913998601,0.7244935444610847
