,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox,mean_acc_ghcfl,mean_acc_fedavg,mean_acc_fedprox
mix,0.9925247065132619,1.0059191394653946,0.6706523821502361,0.6666155593239397,0.6688082395250944,0.6349853359049729,0.6397677878827577,0.6435546626447026
