,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox,mean_acc_ghcfl,mean_acc_fedavg,mean_acc_fedprox
molecules,1.0215585240511034,0.9984807280253432,0.7684294371187953,0.7282084756890502,0.73086153691354,0.7296825166116981,0.7142836160948092,0.7131984250149198
