,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox
molecules,1.0028370092340044,0.9943032825594421,0.7417463480027856,0.7289036442674305,0.7268181385322897
