,test_acc
0-PROTEINS,0.8181818181818182
1-PROTEINS,0.5
2-PROTEINS,0.8181818181818182
3-PROTEINS,0.8461538461538461
4-PROTEINS,0.8181818181818182
5-PROTEINS,0.9166666666666666
6-PROTEINS,0.8181818181818182
7-PROTEINS,0.6923076923076923
8-PROTEINS,0.5454545454545454
9-PROTEINS,0.7272727272727273
