,test_acc
0-PROTEINS,0.8181818181818182
1-PROTEINS,0.6666666666666666
2-PROTEINS,0.9090909090909091
3-PROTEINS,0.7692307692307693
4-PROTEINS,0.8181818181818182
5-PROTEINS,0.9166666666666666
6-PROTEINS,0.8181818181818182
7-PROTEINS,0.7692307692307693
8-PROTEINS,0.6363636363636364
9-PROTEINS,0.7272727272727273
