,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox,mean_acc_ghcfl,mean_acc_fedavg,mean_acc_fedprox
molecules,1.0254448749039855,0.9982413467149809,0.7643371649954185,0.7285560599782404,0.7266172844680362,0.7318022897723141,0.7136437147251179,0.7123886628618833
