,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox
molecules,1.0043747646671153,0.9957203739348238,0.7440900592098962,0.72716572282148,0.7278608913998601
