,improve_ratio_to_avg,improve_ratio_to_prox,max_acc_ghcfl,max_acc_fedavg,max_acc_fedprox,mean_acc_ghcfl,mean_acc_fedavg,mean_acc_fedprox
molecules,1.040682082944396,0.9991466978621292,0.7728085876886281,0.7278417742639547,0.7278608913998601,0.7424344526065247,0.7134113912156143,0.7128026357503086
