,improve_ratio_to_avg,max_acc_ghcfl,max_acc_fedavg,mean_acc_ghcfl,mean_acc_fedavg
mix,1.002498664788594,0.6848297781593159,0.697641967295691,0.6618444079679757,0.6601948024614525
